number	expt	date	genotype	percentDEET	stimulus	sum	CI
3526	hawaiian	20161106	hawaiian	0.15	IAA	87	0.390804598
3527	hawaiian	20161106	N2	0	IAA	106	0.622641509
3528	hawaiian	20161106	N2	0	IAA	106	0.622641509
3529	hawaiian	20161106	N2	0	IAA	106	0.622641509
3530	hawaiian	20161106	N2	0	IAA	106	0.622641509
3531	hawaiian	20161106	N2	0	IAA	106	0.622641509
3532	hawaiian	20161106	N2	0	IAA	106	0.622641509
3533	hawaiian	20161106	N2	0	IAA	78	0.666666667
3534	hawaiian	20161106	N2	0	IAA	78	0.666666667
3535	hawaiian	20161106	N2	0	IAA	78	0.666666667
3536	hawaiian	20161106	N2	0	IAA	78	0.666666667
3537	hawaiian	20161106	N2	0	IAA	78	0.666666667
3538	hawaiian	20161106	N2	0	IAA	78	0.666666667
3539	hawaiian	20161106	N2	0	IAA	77	0.649350649
3540	hawaiian	20161106	N2	0	IAA	77	0.649350649
3541	hawaiian	20161106	N2	0	IAA	77	0.649350649
3542	hawaiian	20161106	N2	0	IAA	77	0.649350649
3543	hawaiian	20161106	N2	0	IAA	77	0.649350649
3544	hawaiian	20161106	N2	0	IAA	77	0.649350649
3545	hawaiian	20161106	N2	0	IAA	125	0.776
3546	hawaiian	20161106	N2	0	IAA	125	0.776
3547	hawaiian	20161106	N2	0	IAA	125	0.776
3548	hawaiian	20161106	N2	0	IAA	125	0.776
3549	hawaiian	20161106	N2	0	IAA	125	0.776
3550	hawaiian	20161106	N2	0	IAA	125	0.776
3551	hawaiian	20161106	hawaiian	0	IAA	98	0.795918367
3552	hawaiian	20161106	hawaiian	0	IAA	98	0.795918367
3553	hawaiian	20161106	hawaiian	0	IAA	98	0.795918367
3554	hawaiian	20161106	hawaiian	0	IAA	98	0.795918367
3555	hawaiian	20161106	hawaiian	0	IAA	98	0.795918367
3556	hawaiian	20161106	hawaiian	0	IAA	98	0.795918367
3557	hawaiian	20161106	hawaiian	0	IAA	102	0.774509804
3558	hawaiian	20161106	hawaiian	0	IAA	102	0.774509804
3559	hawaiian	20161106	hawaiian	0	IAA	102	0.774509804
3560	hawaiian	20161106	hawaiian	0	IAA	102	0.774509804
3561	hawaiian	20161106	hawaiian	0	IAA	102	0.774509804
3562	hawaiian	20161106	hawaiian	0	IAA	102	0.774509804
3563	hawaiian	20161106	hawaiian	0	IAA	106	0.79245283
3564	hawaiian	20161106	hawaiian	0	IAA	106	0.79245283
3565	hawaiian	20161106	hawaiian	0	IAA	106	0.79245283
3566	hawaiian	20161106	hawaiian	0	IAA	106	0.79245283
3567	hawaiian	20161106	hawaiian	0	IAA	106	0.79245283
3568	hawaiian	20161106	hawaiian	0	IAA	106	0.79245283
3569	hawaiian	20161106	hawaiian	0	IAA	120	0.816666667
3570	hawaiian	20161106	hawaiian	0	IAA	120	0.816666667
3571	hawaiian	20161106	hawaiian	0	IAA	120	0.816666667
3572	hawaiian	20161106	hawaiian	0	IAA	120	0.816666667
3573	hawaiian	20161106	hawaiian	0	IAA	120	0.816666667
3574	hawaiian	20161106	hawaiian	0	IAA	120	0.816666667
3575	hawaiian	20161106	hawaiian	0.15	IAA	110	0.481818182
3576	hawaiian	20161106	hawaiian	0.15	IAA	110	0.481818182
3577	hawaiian	20161106	hawaiian	0.15	IAA	110	0.481818182
3578	hawaiian	20161106	hawaiian	0.15	IAA	110	0.481818182
3579	hawaiian	20161106	hawaiian	0.15	IAA	110	0.481818182
3580	hawaiian	20161106	hawaiian	0.15	IAA	110	0.481818182
3581	hawaiian	20161106	hawaiian	0.15	IAA	120	0.308333333
3582	hawaiian	20161106	hawaiian	0.15	IAA	120	0.308333333
3583	hawaiian	20161106	hawaiian	0.15	IAA	120	0.308333333
3584	hawaiian	20161106	hawaiian	0.15	IAA	120	0.308333333
3585	hawaiian	20161106	hawaiian	0.15	IAA	120	0.308333333
3586	hawaiian	20161106	hawaiian	0.15	IAA	120	0.308333333
3587	hawaiian	20161106	ewIR76	0.15	IAA	141	0.063829787
3588	hawaiian	20161106	ewIR76	0.15	IAA	141	0.063829787
3589	hawaiian	20161106	ewIR76	0.15	IAA	141	0.063829787
3590	hawaiian	20161106	ewIR76	0.15	IAA	141	0.063829787
3591	hawaiian	20161106	ewIR76	0.15	IAA	141	0.063829787
3592	hawaiian	20161106	ewIR76	0.15	IAA	141	0.063829787
3593	hawaiian	20161106	ewIR76	0.15	IAA	108	0.166666667
3594	hawaiian	20161106	ewIR76	0.15	IAA	108	0.166666667
3595	hawaiian	20161106	ewIR76	0.15	IAA	108	0.166666667
3596	hawaiian	20161106	ewIR76	0.15	IAA	108	0.166666667
3597	hawaiian	20161106	ewIR76	0.15	IAA	108	0.166666667
3598	hawaiian	20161106	ewIR76	0.15	IAA	108	0.166666667
3599	hawaiian	20161106	ewIR74	0.15	IAA	45	0.422222222
3600	hawaiian	20161106	ewIR74	0.15	IAA	45	0.422222222
3601	hawaiian	20161106	ewIR74	0.15	IAA	45	0.422222222
3602	hawaiian	20161106	ewIR74	0.15	IAA	45	0.422222222
3603	hawaiian	20161106	ewIR74	0.15	IAA	45	0.422222222
3604	hawaiian	20161106	ewIR74	0.15	IAA	45	0.422222222
3605	hawaiian	20161106	ewIR74	0.15	IAA	40	0.375
3606	hawaiian	20161106	ewIR74	0.15	IAA	40	0.375
3607	hawaiian	20161106	ewIR74	0.15	IAA	40	0.375
3608	hawaiian	20161106	ewIR74	0.15	IAA	40	0.375
3609	hawaiian	20161106	ewIR74	0.15	IAA	40	0.375
3610	hawaiian	20161106	ewIR74	0.15	IAA	40	0.375
3611	hawaiian	20161106	ewIR74	0.15	IAA	41	0.341463415
3612	hawaiian	20161106	ewIR74	0.15	IAA	41	0.341463415
3613	hawaiian	20161106	ewIR74	0.15	IAA	41	0.341463415
3614	hawaiian	20161106	ewIR74	0.15	IAA	41	0.341463415
3615	hawaiian	20161106	ewIR74	0.15	IAA	41	0.341463415
3616	hawaiian	20161106	ewIR74	0.15	IAA	41	0.341463415
3617	hawaiian	20161106	ewIR74	0.15	IAA	41	0.219512195
3618	hawaiian	20161106	ewIR74	0.15	IAA	41	0.219512195
3619	hawaiian	20161106	ewIR74	0.15	IAA	41	0.219512195
3620	hawaiian	20161106	ewIR74	0.15	IAA	41	0.219512195
3621	hawaiian	20161106	ewIR74	0.15	IAA	41	0.219512195
3622	hawaiian	20161106	ewIR74	0.15	IAA	41	0.219512195
3623	hawaiian	20161106	ewIR74	0.15	IAA	63	0.412698413
3624	hawaiian	20161106	ewIR74	0.15	IAA	63	0.412698413
3625	hawaiian	20161106	ewIR74	0.15	IAA	63	0.412698413
3626	hawaiian	20161106	ewIR74	0.15	IAA	63	0.412698413
3627	hawaiian	20161106	ewIR74	0.15	IAA	63	0.412698413
3628	hawaiian	20161106	ewIR74	0.15	IAA	63	0.412698413
3629	odor	20161107	N2	0	pyrazine	127	0.622047244
3630	odor	20161107	N2	0	pyrazine	127	0.622047244
3631	odor	20161107	N2	0	pyrazine	127	0.622047244
3632	odor	20161107	N2	0	pyrazine	127	0.622047244
3633	odor	20161107	N2	0	pyrazine	127	0.622047244
3634	odor	20161107	N2	0	pyrazine	127	0.622047244
3635	odor	20161107	N2	0	pyrazine	156	0.641025641
3636	odor	20161107	N2	0	pyrazine	156	0.641025641
3637	odor	20161107	N2	0	pyrazine	156	0.641025641
3638	odor	20161107	N2	0	pyrazine	156	0.641025641
3639	odor	20161107	N2	0	pyrazine	156	0.641025641
3640	odor	20161107	N2	0	pyrazine	156	0.641025641
3641	odor	20161107	N2	0.15	pyrazine	85	0.788235294
3642	odor	20161107	N2	0.15	pyrazine	85	0.788235294
3643	odor	20161107	N2	0.15	pyrazine	85	0.788235294
3644	odor	20161107	N2	0.15	pyrazine	85	0.788235294
3645	odor	20161107	N2	0.15	pyrazine	85	0.788235294
3646	odor	20161107	N2	0.15	pyrazine	85	0.788235294
3647	odor	20161107	N2	0.15	pyrazine	95	0.842105263
3648	odor	20161107	N2	0.15	pyrazine	95	0.842105263
3649	odor	20161107	N2	0.15	pyrazine	95	0.842105263
3650	odor	20161107	N2	0.15	pyrazine	95	0.842105263
3651	odor	20161107	N2	0.15	pyrazine	95	0.842105263
3652	odor	20161107	N2	0.15	pyrazine	95	0.842105263
3653	odor	20161107	N2	0.15	pyrazine	107	0.644859813
3654	odor	20161107	N2	0.15	pyrazine	107	0.644859813
3655	odor	20161107	N2	0.15	pyrazine	107	0.644859813
3656	odor	20161107	N2	0.15	pyrazine	107	0.644859813
3657	odor	20161107	N2	0.15	pyrazine	107	0.644859813
3658	odor	20161107	N2	0.15	pyrazine	107	0.644859813
3659	odor	20161107	N2	0.15	IAA	43	-0.209302326
3660	odor	20161107	N2	0.15	IAA	43	-0.209302326
3661	odor	20161107	N2	0.15	IAA	43	-0.209302326
3662	odor	20161107	N2	0.15	IAA	43	-0.209302326
3663	odor	20161107	N2	0.15	IAA	43	-0.209302326
3664	odor	20161107	N2	0.15	IAA	43	-0.209302326
3665	odor	20161107	N2	0	butanone	155	0.961290323
3666	odor	20161107	N2	0	butanone	155	0.961290323
3667	odor	20161107	N2	0	butanone	155	0.961290323
3668	odor	20161107	N2	0	butanone	155	0.961290323
3669	odor	20161107	N2	0	butanone	155	0.961290323
3670	odor	20161107	N2	0	butanone	155	0.961290323
3671	odor	20161107	N2	0	butanone	239	0.870292887
3672	odor	20161107	N2	0	butanone	239	0.870292887
3673	odor	20161107	N2	0	butanone	239	0.870292887
3674	odor	20161107	N2	0	butanone	239	0.870292887
3675	odor	20161107	N2	0	butanone	239	0.870292887
3676	odor	20161107	N2	0	butanone	239	0.870292887
3677	odor	20161107	N2	0	butanone	239	0.949790795
3678	odor	20161107	N2	0	butanone	239	0.949790795
3679	odor	20161107	N2	0	butanone	239	0.949790795
3680	odor	20161107	N2	0	butanone	239	0.949790795
3681	odor	20161107	N2	0	butanone	239	0.949790795
3682	odor	20161107	N2	0	butanone	239	0.949790795
3683	odor	20161107	N2	0	butanone	176	0.977272727
3684	odor	20161107	N2	0	butanone	176	0.977272727
3685	odor	20161107	N2	0	butanone	176	0.977272727
3686	odor	20161107	N2	0	butanone	176	0.977272727
3687	odor	20161107	N2	0	butanone	176	0.977272727
3688	odor	20161107	N2	0	butanone	176	0.977272727
3689	odor	20161107	N2	0.15	nonanone	106	0.094339623
3690	odor	20161107	N2	0.15	nonanone	106	0.094339623
3691	odor	20161107	N2	0.15	nonanone	106	0.094339623
3692	odor	20161107	N2	0.15	nonanone	106	0.094339623
3693	odor	20161107	N2	0.15	nonanone	106	0.094339623
3694	odor	20161107	N2	0.15	nonanone	106	0.094339623
3695	odor	20161107	N2	0.15	nonanone	75	0.04
3696	odor	20161107	N2	0.15	nonanone	75	0.04
3697	odor	20161107	N2	0.15	nonanone	75	0.04
3698	odor	20161107	N2	0.15	nonanone	75	0.04
3699	odor	20161107	N2	0.15	nonanone	75	0.04
3700	odor	20161107	N2	0.15	nonanone	75	0.04
3701	odor	20161107	N2	0.15	nonanone	70	-0.314285714
3702	odor	20161107	N2	0.15	nonanone	70	-0.314285714
3703	odor	20161107	N2	0.15	nonanone	70	-0.314285714
3704	odor	20161107	N2	0.15	nonanone	70	-0.314285714
3705	odor	20161107	N2	0.15	nonanone	70	-0.314285714
3706	odor	20161107	N2	0.15	nonanone	70	-0.314285714
3707	odor	20161107	N2	0	nonanone	98	-0.683673469
3708	odor	20161107	N2	0	nonanone	98	-0.683673469
3709	odor	20161107	N2	0	nonanone	98	-0.683673469
3710	odor	20161107	N2	0	nonanone	98	-0.683673469
3711	odor	20161107	N2	0	nonanone	98	-0.683673469
3712	odor	20161107	N2	0	nonanone	98	-0.683673469
3713	odor	20161107	N2	0	nonanone	171	-0.50877193
3714	odor	20161107	N2	0	nonanone	171	-0.50877193
3715	odor	20161107	N2	0	nonanone	171	-0.50877193
3716	odor	20161107	N2	0	nonanone	171	-0.50877193
3717	odor	20161107	N2	0	nonanone	171	-0.50877193
3718	odor	20161107	N2	0	nonanone	171	-0.50877193
3725	odor	20161107	N2	0.15	diacetyl	62	0.64516129
3726	odor	20161107	N2	0.15	diacetyl	62	0.64516129
3727	odor	20161107	N2	0.15	diacetyl	62	0.64516129
3728	odor	20161107	N2	0.15	diacetyl	62	0.64516129
3729	odor	20161107	N2	0.15	diacetyl	62	0.64516129
3730	odor	20161107	N2	0.15	diacetyl	62	0.64516129
3731	odor	20161107	N2	0.15	butanone	49	0.489795918
3732	odor	20161107	N2	0.15	butanone	49	0.489795918
3733	odor	20161107	N2	0.15	butanone	49	0.489795918
3734	odor	20161107	N2	0.15	butanone	49	0.489795918
3735	odor	20161107	N2	0.15	butanone	49	0.489795918
3736	odor	20161107	N2	0.15	butanone	49	0.489795918
3737	odor	20161107	N2	0.15	butanone	49	0.367346939
3738	odor	20161107	N2	0.15	butanone	49	0.367346939
3739	odor	20161107	N2	0.15	butanone	49	0.367346939
3740	odor	20161107	N2	0.15	butanone	49	0.367346939
3741	odor	20161107	N2	0.15	butanone	49	0.367346939
3742	odor	20161107	N2	0.15	butanone	49	0.367346939
3743	odor	20161107	N2	0.15	butanone	85	0.470588235
3744	odor	20161107	N2	0.15	butanone	85	0.470588235
3745	odor	20161107	N2	0.15	butanone	85	0.470588235
3746	odor	20161107	N2	0.15	butanone	85	0.470588235
3747	odor	20161107	N2	0.15	butanone	85	0.470588235
3748	odor	20161107	N2	0.15	butanone	85	0.470588235
3749	odor	20161107	N2	0.15	butanone	37	-0.054054054
3750	odor	20161107	N2	0.15	butanone	37	-0.054054054
3751	odor	20161107	N2	0.15	butanone	37	-0.054054054
3752	odor	20161107	N2	0.15	butanone	37	-0.054054054
3753	odor	20161107	N2	0.15	butanone	37	-0.054054054
3754	odor	20161107	N2	0.15	butanone	37	-0.054054054
3755	odor	20161107	N2	0.15	butanone	66	0.287878788
3756	odor	20161107	N2	0.15	butanone	66	0.287878788
3757	odor	20161107	N2	0.15	butanone	66	0.287878788
3758	odor	20161107	N2	0.15	butanone	66	0.287878788
3759	odor	20161107	N2	0.15	butanone	66	0.287878788
3760	odor	20161107	N2	0.15	butanone	66	0.287878788
3761	odor	20161107	N2	0	diacetyl	104	0.884615385
3762	odor	20161107	N2	0	diacetyl	104	0.884615385
3763	odor	20161107	N2	0	diacetyl	104	0.884615385
3764	odor	20161107	N2	0	diacetyl	104	0.884615385
3765	odor	20161107	N2	0	diacetyl	104	0.884615385
3766	odor	20161107	N2	0	diacetyl	104	0.884615385
3767	odor	20161107	N2	0.15	diacetyl	39	0.282051282
3768	odor	20161107	N2	0.15	diacetyl	39	0.282051282
3769	odor	20161107	N2	0.15	diacetyl	39	0.282051282
3770	odor	20161107	N2	0.15	diacetyl	39	0.282051282
3771	odor	20161107	N2	0.15	diacetyl	39	0.282051282
3772	odor	20161107	N2	0.15	diacetyl	39	0.282051282
3773	odor	20161107	N2	0.15	diacetyl	52	0.384615385
3774	odor	20161107	N2	0.15	diacetyl	52	0.384615385
3775	odor	20161107	N2	0.15	diacetyl	52	0.384615385
3776	odor	20161107	N2	0.15	diacetyl	52	0.384615385
3777	odor	20161107	N2	0.15	diacetyl	52	0.384615385
3778	odor	20161107	N2	0.15	diacetyl	52	0.384615385
3779	odor	20161107	N2	0.15	diacetyl	68	0.544117647
3780	odor	20161107	N2	0.15	diacetyl	68	0.544117647
3781	odor	20161107	N2	0.15	diacetyl	68	0.544117647
3782	odor	20161107	N2	0.15	diacetyl	68	0.544117647
3783	odor	20161107	N2	0.15	diacetyl	68	0.544117647
3784	odor	20161107	N2	0.15	diacetyl	68	0.544117647
3785	odor	20161107	N2	0.15	butanone	79	0.35443038
3786	odor	20161107	N2	0.15	butanone	79	0.35443038
3787	odor	20161107	N2	0.15	butanone	79	0.35443038
3788	odor	20161107	N2	0.15	butanone	79	0.35443038
3789	odor	20161107	N2	0.15	butanone	79	0.35443038
3790	odor	20161107	N2	0.15	butanone	79	0.35443038
3791	odor	20161107	N2	0.15	butanone	120	0.233333333
3792	odor	20161107	N2	0.15	butanone	120	0.233333333
3793	odor	20161107	N2	0.15	butanone	120	0.233333333
3794	odor	20161107	N2	0.15	butanone	120	0.233333333
3795	odor	20161107	N2	0.15	butanone	120	0.233333333
3796	odor	20161107	N2	0.15	butanone	120	0.233333333
3797	odor	20161107	N2	0	IAA	217	0.884792627
3798	odor	20161107	N2	0	IAA	217	0.884792627
3799	odor	20161107	N2	0	IAA	217	0.884792627
3800	odor	20161107	N2	0	IAA	217	0.884792627
3801	odor	20161107	N2	0	IAA	217	0.884792627
3802	odor	20161107	N2	0	IAA	217	0.884792627
3803	odor	20161107	N2	0	diacetyl	142	0.556338028
3804	odor	20161107	N2	0	diacetyl	142	0.556338028
3805	odor	20161107	N2	0	diacetyl	142	0.556338028
3806	odor	20161107	N2	0	diacetyl	142	0.556338028
3807	odor	20161107	N2	0	diacetyl	142	0.556338028
3808	odor	20161107	N2	0	diacetyl	142	0.556338028
3809	odor	20161107	N2	0	diacetyl	167	0.928143713
3810	odor	20161107	N2	0	diacetyl	167	0.928143713
3811	odor	20161107	N2	0	diacetyl	167	0.928143713
3812	odor	20161107	N2	0	diacetyl	167	0.928143713
3813	odor	20161107	N2	0	diacetyl	167	0.928143713
3814	odor	20161107	N2	0	diacetyl	167	0.928143713
3815	odor	20161107	N2	0	diacetyl	180	0.383333333
3816	odor	20161107	N2	0	diacetyl	180	0.383333333
3817	odor	20161107	N2	0	diacetyl	180	0.383333333
3818	odor	20161107	N2	0	diacetyl	180	0.383333333
3819	odor	20161107	N2	0	diacetyl	180	0.383333333
3820	odor	20161107	N2	0	diacetyl	180	0.383333333
3821	odor	20161107	N2	0	diacetyl	200	0.885
3822	odor	20161107	N2	0	diacetyl	200	0.885
3823	odor	20161107	N2	0	diacetyl	200	0.885
3824	odor	20161107	N2	0	diacetyl	200	0.885
3825	odor	20161107	N2	0	diacetyl	200	0.885
3826	odor	20161107	N2	0	diacetyl	200	0.885
3827	odor	20161107	N2	0	diacetyl	170	0.858823529
3828	odor	20161107	N2	0	diacetyl	170	0.858823529
3829	odor	20161107	N2	0	diacetyl	170	0.858823529
3830	odor	20161107	N2	0	diacetyl	170	0.858823529
3831	odor	20161107	N2	0	diacetyl	170	0.858823529
3832	odor	20161107	N2	0	diacetyl	170	0.858823529
3833	odor	20161107	N2	0.15	IAA	54	-0.037037037
3834	odor	20161107	N2	0.15	IAA	54	-0.037037037
3835	odor	20161107	N2	0.15	IAA	54	-0.037037037
3836	odor	20161107	N2	0.15	IAA	54	-0.037037037
3837	odor	20161107	N2	0.15	IAA	54	-0.037037037
3838	odor	20161107	N2	0.15	IAA	54	-0.037037037
3839	odor	20161107	N2	0.15	IAA	55	-0.018181818
3840	odor	20161107	N2	0.15	IAA	55	-0.018181818
3841	odor	20161107	N2	0.15	IAA	55	-0.018181818
3842	odor	20161107	N2	0.15	IAA	55	-0.018181818
3843	odor	20161107	N2	0.15	IAA	55	-0.018181818
3844	odor	20161107	N2	0.15	IAA	55	-0.018181818
3845	odor	20161107	N2	0	IAA	196	0.836734694
3846	odor	20161107	N2	0	IAA	196	0.836734694
3847	odor	20161107	N2	0	IAA	196	0.836734694
3848	odor	20161107	N2	0	IAA	196	0.836734694
3849	odor	20161107	N2	0	IAA	196	0.836734694
3850	odor	20161107	N2	0	IAA	196	0.836734694
3851	odor	20161107	N2	0	IAA	226	0.867256637
3852	odor	20161107	N2	0	IAA	226	0.867256637
3853	odor	20161107	N2	0	IAA	226	0.867256637
3854	odor	20161107	N2	0	IAA	226	0.867256637
3855	odor	20161107	N2	0	IAA	226	0.867256637
3856	odor	20161107	N2	0	IAA	226	0.867256637
3857	odor	20161107	N2	0	IAA	224	0.928571429
3858	odor	20161107	N2	0	IAA	224	0.928571429
3859	odor	20161107	N2	0	IAA	224	0.928571429
3860	odor	20161107	N2	0	IAA	224	0.928571429
3861	odor	20161107	N2	0	IAA	224	0.928571429
3862	odor	20161107	N2	0	IAA	224	0.928571429
3863	odor	20161107	N2	0	IAA	126	0.992063492
3864	odor	20161107	N2	0	IAA	126	0.992063492
3865	odor	20161107	N2	0	IAA	126	0.992063492
3866	odor	20161107	N2	0	IAA	126	0.992063492
3867	odor	20161107	N2	0	IAA	126	0.992063492
3868	odor	20161107	N2	0	IAA	126	0.992063492
3869	model	20161130	N2	0.15	pyrazine	128	0.8359375
3870	model	20161130	N2	0.15	pyrazine	128	0.8359375
3871	model	20161130	N2	0.15	pyrazine	128	0.8359375
3872	model	20161130	N2	0.15	pyrazine	128	0.8359375
3873	model	20161130	N2	0.15	pyrazine	128	0.8359375
3874	model	20161130	N2	0.15	pyrazine	128	0.8359375
3875	model	20161130	N2	0.15	pyrazine	187	0.71657754
3876	model	20161130	N2	0.15	pyrazine	187	0.71657754
3877	model	20161130	N2	0.15	pyrazine	187	0.71657754
3878	model	20161130	N2	0.15	pyrazine	187	0.71657754
3879	model	20161130	N2	0.15	pyrazine	187	0.71657754
3880	model	20161130	N2	0.15	pyrazine	187	0.71657754
3881	model	20161130	N2	0.15	pyrazine	46	0.652173913
3882	model	20161130	N2	0.15	pyrazine	46	0.652173913
3883	model	20161130	N2	0.15	pyrazine	46	0.652173913
3884	model	20161130	N2	0.15	pyrazine	46	0.652173913
3885	model	20161130	N2	0.15	pyrazine	46	0.652173913
3886	model	20161130	N2	0.15	pyrazine	46	0.652173913
3887	model	20161130	N2	0.15	pyrazine	119	0.789915966
3888	model	20161130	N2	0.15	pyrazine	119	0.789915966
3889	model	20161130	N2	0.15	pyrazine	119	0.789915966
3890	model	20161130	N2	0.15	pyrazine	119	0.789915966
3891	model	20161130	N2	0.15	pyrazine	119	0.789915966
3892	model	20161130	N2	0.15	pyrazine	119	0.789915966
3893	model	20161130	N2	0.15	pyrazine	182	0.857142857
3894	model	20161130	N2	0.15	pyrazine	182	0.857142857
3895	model	20161130	N2	0.15	pyrazine	182	0.857142857
3896	model	20161130	N2	0.15	pyrazine	182	0.857142857
3897	model	20161130	N2	0.15	pyrazine	182	0.857142857
3898	model	20161130	N2	0.15	pyrazine	182	0.857142857
3899	model	20161130	N2	0.15	diacetyl	111	0.207207207
3900	model	20161130	N2	0.15	diacetyl	111	0.207207207
3901	model	20161130	N2	0.15	diacetyl	111	0.207207207
3902	model	20161130	N2	0.15	diacetyl	111	0.207207207
3903	model	20161130	N2	0.15	diacetyl	111	0.207207207
3904	model	20161130	N2	0.15	diacetyl	111	0.207207207
3905	model	20161130	N2	0.15	diacetyl	72	0.125
3906	model	20161130	N2	0.15	diacetyl	72	0.125
3907	model	20161130	N2	0.15	diacetyl	72	0.125
3908	model	20161130	N2	0.15	diacetyl	72	0.125
3909	model	20161130	N2	0.15	diacetyl	72	0.125
3910	model	20161130	N2	0.15	diacetyl	72	0.125
3911	model	20161130	N2	0.15	diacetyl	94	0.170212766
3912	model	20161130	N2	0.15	diacetyl	94	0.170212766
3913	model	20161130	N2	0.15	diacetyl	94	0.170212766
3914	model	20161130	N2	0.15	diacetyl	94	0.170212766
3915	model	20161130	N2	0.15	diacetyl	94	0.170212766
3916	model	20161130	N2	0.15	diacetyl	94	0.170212766
3917	model	20161130	N2	0.15	diacetyl	105	0.276190476
3918	model	20161130	N2	0.15	diacetyl	105	0.276190476
3919	model	20161130	N2	0.15	diacetyl	105	0.276190476
3920	model	20161130	N2	0.15	diacetyl	105	0.276190476
3921	model	20161130	N2	0.15	diacetyl	105	0.276190476
3922	model	20161130	N2	0.15	diacetyl	105	0.276190476
3923	model	20161130	N2	0.15	diacetyl	91	0.065934066
3924	model	20161130	N2	0.15	diacetyl	91	0.065934066
3925	model	20161130	N2	0.15	diacetyl	91	0.065934066
3926	model	20161130	N2	0.15	diacetyl	91	0.065934066
3927	model	20161130	N2	0.15	diacetyl	91	0.065934066
3928	model	20161130	N2	0.15	diacetyl	91	0.065934066
3929	model	20161130	odr1	0.15	pyrazine	177	0.514124294
3930	model	20161130	odr1	0.15	pyrazine	177	0.514124294
3931	model	20161130	odr1	0.15	pyrazine	177	0.514124294
3932	model	20161130	odr1	0.15	pyrazine	177	0.514124294
3933	model	20161130	odr1	0.15	pyrazine	177	0.514124294
3934	model	20161130	odr1	0.15	pyrazine	177	0.514124294
3935	model	20161130	odr1	0.15	pyrazine	87	0.574712644
3936	model	20161130	odr1	0.15	pyrazine	87	0.574712644
3937	model	20161130	odr1	0.15	pyrazine	87	0.574712644
3938	model	20161130	odr1	0.15	pyrazine	87	0.574712644
3939	model	20161130	odr1	0.15	pyrazine	87	0.574712644
3940	model	20161130	odr1	0.15	pyrazine	87	0.574712644
3941	model	20161130	odr1	0.15	pyrazine	185	0.578378378
3942	model	20161130	odr1	0.15	pyrazine	185	0.578378378
3943	model	20161130	odr1	0.15	pyrazine	185	0.578378378
3944	model	20161130	odr1	0.15	pyrazine	185	0.578378378
3945	model	20161130	odr1	0.15	pyrazine	185	0.578378378
3946	model	20161130	odr1	0.15	pyrazine	185	0.578378378
3947	model	20161130	odr1	0.15	diacetyl	122	0.008196721
3948	model	20161130	odr1	0.15	diacetyl	122	0.008196721
3949	model	20161130	odr1	0.15	diacetyl	122	0.008196721
3950	model	20161130	odr1	0.15	diacetyl	122	0.008196721
3951	model	20161130	odr1	0.15	diacetyl	122	0.008196721
3952	model	20161130	odr1	0.15	diacetyl	122	0.008196721
3953	model	20161130	odr1	0.15	diacetyl	137	0.065693431
3954	model	20161130	odr1	0.15	diacetyl	137	0.065693431
3955	model	20161130	odr1	0.15	diacetyl	137	0.065693431
3956	model	20161130	odr1	0.15	diacetyl	137	0.065693431
3957	model	20161130	odr1	0.15	diacetyl	137	0.065693431
3958	model	20161130	odr1	0.15	diacetyl	137	0.065693431
3959	model	20161130	odr1	0.15	diacetyl	141	0.184397163
3960	model	20161130	odr1	0.15	diacetyl	141	0.184397163
3961	model	20161130	odr1	0.15	diacetyl	141	0.184397163
3962	model	20161130	odr1	0.15	diacetyl	141	0.184397163
3963	model	20161130	odr1	0.15	diacetyl	141	0.184397163
3964	model	20161130	odr1	0.15	diacetyl	141	0.184397163
3965	model	20161130	odr1	0.15	diacetyl	129	0.519379845
3966	model	20161130	odr1	0.15	diacetyl	129	0.519379845
3967	model	20161130	odr1	0.15	diacetyl	129	0.519379845
3968	model	20161130	odr1	0.15	diacetyl	129	0.519379845
3969	model	20161130	odr1	0.15	diacetyl	129	0.519379845
3970	model	20161130	odr1	0.15	diacetyl	129	0.519379845
3971	model	20161130	odr1	0.15	diacetyl	212	0.471698113
3972	model	20161130	odr1	0.15	diacetyl	212	0.471698113
3973	model	20161130	odr1	0.15	diacetyl	212	0.471698113
3974	model	20161130	odr1	0.15	diacetyl	212	0.471698113
3975	model	20161130	odr1	0.15	diacetyl	212	0.471698113
3976	model	20161130	odr1	0.15	diacetyl	212	0.471698113
3977	model	20161130	odr1	0.15	diacetyl	131	0.175572519
3978	model	20161130	odr1	0.15	diacetyl	131	0.175572519
3979	model	20161130	odr1	0.15	diacetyl	131	0.175572519
3980	model	20161130	odr1	0.15	diacetyl	131	0.175572519
3981	model	20161130	odr1	0.15	diacetyl	131	0.175572519
3982	model	20161130	odr1	0.15	diacetyl	131	0.175572519
3983	model	20161128	odr1	0.15	pyrazine	57	0.385964912
3984	model	20161128	odr1	0.15	pyrazine	57	0.385964912
3985	model	20161128	odr1	0.15	pyrazine	57	0.385964912
3986	model	20161128	odr1	0.15	pyrazine	57	0.385964912
3987	model	20161128	odr1	0.15	pyrazine	57	0.385964912
3988	model	20161128	odr1	0.15	pyrazine	57	0.385964912
3989	model	20161128	odr1	0.15	pyrazine	41	0.780487805
3990	model	20161128	odr1	0.15	pyrazine	41	0.780487805
3991	model	20161128	odr1	0.15	pyrazine	41	0.780487805
3992	model	20161128	odr1	0.15	pyrazine	41	0.780487805
